Geneid	/home/ubuntu/reprohackathon/results/BAM/SRR10379721.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379722.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379723.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379724.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379725.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379726.bam
gene-SAOUHSC_00954	4702	3888	3757	4790	6173	1662
gene-SAOUHSC_00955	897	623	917	750	1431	198
gene-SAOUHSC_00956	10749	7888	9367	7628	9825	2195
gene-SAOUHSC_00957	3644	3252	2324	8357	6944	4106
gene-SAOUHSC_00958	2376	1746	1797	2121	2991	262
gene-SAOUHSC_00959	7204	5292	5872	4573	5661	538
gene-SAOUHSC_00960	2495	1580	1673	4285	4747	720
gene-SAOUHSC_T00049	274	213	108	163	11	302
gene-SAOUHSC_T0008	295	236	281	107	45	74
gene-SAOUHSC_00961	15703	9745	17179	524	539	52
gene-SAOUHSC_00962	2803	2979	1616	40331	64021	13465
gene-SAOUHSC_00963	1381	1002	839	1871	3313	218
gene-SAOUHSC_00964	1768	1566	1229	2138	2344	78
gene-SAOUHSC_00965	6112	4391	5006	7747	6051	680
gene-SAOUHSC_00966	2138	1748	988	1986	616	1522
gene-SAOUHSC_00967	2	0	2	2	9	1
gene-SAOUHSC_00968	290	193	234	882	917	119
gene-SAOUHSC_00969	198	124	192	220	285	26
gene-SAOUHSC_00970	533	342	380	379	295	49
gene-SAOUHSC_00971	984	526	1001	1007	279	38
gene-SAOUHSC_00972	110	77	79	380	361	21
gene-SAOUHSC_00973	341	239	311	975	792	75
gene-SAOUHSC_00974	2133	1370	1437	1488	1631	87
gene-SAOUHSC_00975	746	509	482	4083	3533	98
gene-SAOUHSC_00976	886	664	694	287	269	57
gene-SAOUHSC_00977	498	487	276	2328	2825	210
gene-SAOUHSC_00978	71	59	65	154	117	8
gene-SAOUHSC_00979	279	185	127	620	673	66
gene-SAOUHSC_00980	8172	5085	6792	3963	4363	478
gene-SAOUHSC_00981	289	209	156	148	108	20
gene-SAOUHSC_00982	2579	1783	1578	1354	1493	125
gene-SAOUHSC_00983	7232	5403	3991	6647	8498	2101
gene-SAOUHSC_00984	4862	3263	3042	3667	4207	657
gene-SAOUHSC_00985	11983	9421	6861	11620	11436	3668
gene-SAOUHSC_00986	2072	1078	1794	314	429	50
gene-SAOUHSC_00987	5672	3141	5300	943	1050	125
gene-SAOUHSC_00988	3915	2093	3802	428	497	176
gene-SAOUHSC_00989	2336	2175	1618	8508	13214	1411
gene-SAOUHSC_00991	622	533	548	1328	1174	73
gene-SAOUHSC_00992	1622	1049	1437	292	255	16
gene-SAOUHSC_00993	339	221	293	63	40	2
gene-SAOUHSC_00994	24665	23484	23450	61620	61987	18885
gene-SAOUHSC_00995	361	303	268	628	798	184
gene-SAOUHSC_00996	14123	8544	10016	7494	9153	573
gene-SAOUHSC_00997	26096	17240	19571	16049	23621	3255
gene-SAOUHSC_00998	12155	7908	11491	1944	1815	72
gene-SAOUHSC_00999	12019	11135	7187	19355	14687	2400
gene-SAOUHSC_01000	24769	23203	16675	39597	40120	10817
gene-SAOUHSC_01001	72887	71859	53772	131414	148729	56462
gene-SAOUHSC_01002	30341	31805	22905	71168	85386	18285
gene-SAOUHSC_01003	56	15	53	28	37	3
gene-SAOUHSC_01005	24247	20180	18075	9827	18062	759
gene-SAOUHSC_01007	19719	14005	13806	11949	14943	1713
gene-SAOUHSC_01008	1662	1872	1145	6978	7376	3187
gene-SAOUHSC_01009	4796	5480	3667	14276	23865	3863
gene-SAOUHSC_01010	1438	1558	1087	4036	7304	1797
gene-SAOUHSC_01011	1200	1130	881	2913	3561	459
gene-SAOUHSC_01012	3494	3488	2667	7474	13383	2256
gene-SAOUHSC_01013	19703	17626	14658	41222	42481	14853
gene-SAOUHSC_01014	21154	17336	16211	40587	44981	8939
gene-SAOUHSC_01015	17738	15235	14623	32383	41188	12009
gene-SAOUHSC_01016	11555	9610	9633	18917	29111	4551
gene-SAOUHSC_01017	34143	28674	27919	51092	75112	15891
gene-SAOUHSC_01018	50444	36784	40078	62567	70792	23300
gene-SAOUHSC_01019	2467	1484	2325	955	1009	67
gene-SAOUHSC_01021	5900	4869	5270	3887	4210	907
gene-SAOUHSC_01022	1516	1203	1334	2289	2472	480
gene-SAOUHSC_01023	96	59	71	27	31	9
gene-SAOUHSC_01024	1460	1348	742	5100	5015	98
gene-SAOUHSC_01025	16341	15317	13297	25782	31665	5299
gene-SAOUHSC_01026	1142	1016	830	2507	3955	513
gene-SAOUHSC_01027	7795	7251	5003	20019	14663	5883
gene-SAOUHSC_01028	10980	10816	6911	24345	19919	7243
gene-SAOUHSC_01029	83810	84269	54082	149184	131534	32749
gene-SAOUHSC_01030	536	302	340	455	304	11
gene-SAOUHSC_01031	10086	7460	6135	5191	5512	1085
gene-SAOUHSC_01032	7992	5845	4809	4316	5054	294
gene-SAOUHSC_01034	6587	5608	3979	6106	8698	2579
gene-SAOUHSC_A00992	1412	1398	895	1181	1295	399
gene-SAOUHSC_01035	24743	17652	13384	34011	30026	3137
gene-SAOUHSC_01036	1810	1254	1176	2959	4473	260
gene-SAOUHSC_01037	119	138	101	354	785	5
gene-SAOUHSC_01038	2199	1409	1304	2075	2062	290
gene-SAOUHSC_01039	3452	2158	2096	5620	6293	260
gene-SAOUHSC_01040	36550	33831	25329	33066	21649	7501
gene-SAOUHSC_01041	28665	24579	19257	26377	15055	12838
gene-SAOUHSC_01042	58935	52990	39525	55739	34749	18769
gene-SAOUHSC_01043	81585	65026	52208	80881	36960	13099
gene-SAOUHSC_01044	772	623	516	1000	1302	238
gene-SAOUHSC_01045	1280	1423	1246	1267	2166	87
gene-SAOUHSC_01046	2386	2766	2319	1717	3023	129
gene-SAOUHSC_01047	1107	1117	1128	617	1027	84
gene-SAOUHSC_01048	2420	2361	2392	1246	1814	108
gene-SAOUHSC_01049	6584	6174	5590	4954	5880	4232
gene-SAOUHSC_01050	38266	28767	30254	32214	48036	6484
gene-SAOUHSC_01051	1234	856	654	3629	5025	606
gene-SAOUHSC_01053	1004	559	748	496	600	51
gene-SAOUHSC_01054	1124	696	445	1742	2060	241
gene-SAOUHSC_01055	19591	14845	12638	8914	9204	3410
gene-SAOUHSC_01057	155	125	96	148	111	4
gene-SAOUHSC_01058	20882	14685	17386	14282	11572	2387
gene-SAOUHSC_01060	852	728	586	1085	1218	132
gene-SAOUHSC_01061	1815	1268	1258	2458	2626	240
gene-SAOUHSC_01062	2811	2278	1888	6670	4890	347
gene-SAOUHSC_01063	4660	3375	3253	6184	7480	862
gene-SAOUHSC_01064	18253	14450	11930	53757	51824	13019
gene-SAOUHSC_01065	5347	4053	3619	7385	8293	1924
gene-SAOUHSC_01066	3648	4385	2503	9639	10722	1816
gene-SAOUHSC_01067	2878	2783	2067	6523	8445	434
gene-SAOUHSC_01068	70	56	88	230	452	34
gene-SAOUHSC_01069	3475	2860	2275	5084	6232	670
gene-SAOUHSC_01070	1895	1499	1232	2319	2571	401
gene-SAOUHSC_01071	1426	1061	795	2307	3797	668
gene-SAOUHSC_01072	491	396	265	987	998	27
gene-SAOUHSC_01073	199	150	114	399	329	29
gene-SAOUHSC_01074	1256	769	961	1059	1682	372
gene-SAOUHSC_01075	2603	1550	2007	1838	2266	346
gene-SAOUHSC_01076	349	244	195	451	493	54
gene-SAOUHSC_01077	48631	40229	44276	25225	24966	3105
gene-SAOUHSC_A01041	29	15	9	11	12	0
gene-SAOUHSC_01078	9348	6224	9074	5372	6633	784
gene-SAOUHSC_01079	1103	725	744	355	405	72
gene-SAOUHSC_01081	855	533	466	1561	2896	404
gene-SAOUHSC_01082	194	165	119	324	381	35
gene-SAOUHSC_01084	390	256	259	342	500	16
gene-SAOUHSC_01085	303	217	176	152	207	17
gene-SAOUHSC_01086	103	73	69	68	115	10
gene-SAOUHSC_01087	51	43	35	33	34	6
gene-SAOUHSC_01088	139	81	98	76	100	13
gene-SAOUHSC_01089	100	53	71	43	87	3
gene-SAOUHSC_01090	6	2	1	1	0	0
gene-SAOUHSC_01091	2298	1764	1625	4522	4789	682
gene-SAOUHSC_01092	878	820	589	1404	1591	420
gene-SAOUHSC_01093	5051	3646	3393	7919	10019	1603
gene-SAOUHSC_01095	677	497	389	963	1055	264
gene-SAOUHSC_01096	1467	1184	1069	1662	2042	199
gene-SAOUHSC_01097	2540	1875	1644	2129	2084	84
gene-SAOUHSC_01098	5324	4235	3000	4236	3949	332
gene-SAOUHSC_01099	10005	8262	6447	8953	8835	1510
gene-SAOUHSC_01100	9453	7647	4145	16061	13650	1384
gene-SAOUHSC_01101	26	8	17	12	6	0
gene-SAOUHSC_01102	4720	4436	3085	6495	8127	1650
gene-SAOUHSC_01103	8329	8490	5868	12802	12450	1381
gene-SAOUHSC_01104	52116	52416	37324	49930	57046	20094
gene-SAOUHSC_01105	38636	36063	27136	30234	27498	5641
gene-SAOUHSC_01106	4044	3694	2352	6414	7930	1500
gene-SAOUHSC_01107	3038	2589	1813	4319	4859	524
gene-SAOUHSC_01108	3443	3178	1947	4645	5716	286
gene-SAOUHSC_01109	0	0	2	4	2	0
gene-SAOUHSC_01110	14985	9873	7895	21228	8986	247
gene-SAOUHSC_01111	1	0	3	2	1	0
gene-SAOUHSC_01112	792	472	459	586	440	14
gene-SAOUHSC_01113	1119	694	1165	524	536	40
gene-SAOUHSC_01114	7271	5147	4285	9158	4834	462
gene-SAOUHSC_01115	4948	3191	3027	5891	3376	142
gene-SAOUHSC_01118	341	220	196	119	106	45
gene-SAOUHSC_A01079	63	43	54	24	24	5
gene-SAOUHSC_01119	779	443	619	1074	853	57
gene-SAOUHSC_A01081	44	34	99	285	375	65
gene-SAOUHSC_01120	969	751	708	1808	1757	116
gene-SAOUHSC_01121	582144	377604	420344	33086	30566	2871
gene-SAOUHSC_01122	5	5	5	1	0	0
gene-SAOUHSC_01123	2139	1479	1840	637	333	8
gene-SAOUHSC_01124	762	468	674	237	325	29
gene-SAOUHSC_01125	470	290	347	168	213	18
gene-SAOUHSC_01127	475	354	370	246	333	27
gene-SAOUHSC_01128	686	609	514	341	379	74
gene-SAOUHSC_01129	1913	1400	1435	529	736	166
gene-SAOUHSC_01130	3485	2925	2803	2553	3879	1398
gene-SAOUHSC_01131	844	630	703	1327	1172	40
gene-SAOUHSC_01133	316	203	302	456	665	107
gene-SAOUHSC_01134	119	65	61	202	234	9
gene-SAOUHSC_T0006	254	337	108	482	370	93
gene-SAOUHSC_01135	35641	12987	29587	1327	1105	154
gene-SAOUHSC_01136	56947	24868	44753	2273	869	717
gene-SAOUHSC_01137	2606	1440	2338	999	1392	161
gene-SAOUHSC_01138	4564	3420	3067	4236	5841	320
gene-SAOUHSC_01139	3880	2620	3541	1593	1994	72
gene-SAOUHSC_01140	50	34	28	22	26	10
gene-SAOUHSC_01141	23387	16583	21563	7048	6437	826
gene-SAOUHSC_01142	10191	9058	5793	34346	24026	3580
gene-SAOUHSC_01143	11509	10156	6695	41428	39341	13636
gene-SAOUHSC_01144	4812	3265	2914	7439	9449	969
gene-SAOUHSC_01145	15154	11899	9974	19303	15908	4246
gene-SAOUHSC_01146	1469	1313	1031	2301	1510	450
gene-SAOUHSC_01147	4026	3479	2654	5946	5526	939
gene-SAOUHSC_01148	6802	6200	5127	10226	12916	1854
gene-SAOUHSC_01149	23249	23083	16232	53148	68868	5729
gene-SAOUHSC_01150	42911	38284	28531	89353	102741	44101
gene-SAOUHSC_01152	2199	1968	1507	2885	4150	349
gene-SAOUHSC_01153	16942	14506	13790	18632	21512	1466
gene-SAOUHSC_01154	23199	21945	18085	21455	20779	5994
gene-SAOUHSC_01155	7030	5128	6694	6457	4992	519
gene-SAOUHSC_01156	7405	6415	6117	5510	7488	267
gene-SAOUHSC_01158	28630	21681	23568	20509	26935	5286
gene-SAOUHSC_01159	5049	3788	3015	7738	11323	3068
gene-SAOUHSC_01160	1372	1090	803	1904	2418	176
gene-SAOUHSC_01161	6	3	5	3	7	0
gene-SAOUHSC_01162	1388	1292	1473	1300	1867	167
gene-SAOUHSC_01163	9083	7828	8148	6144	7433	1474
gene-SAOUHSC_01164	2011	1204	1132	1701	1250	120
gene-SAOUHSC_01165	1366	881	960	7209	2495	126
gene-SAOUHSC_01166	1191	803	830	12078	5137	645
gene-SAOUHSC_01168	2116	1608	1554	17808	7018	1202
gene-SAOUHSC_01169	1902	1341	1311	13696	4287	315
gene-SAOUHSC_01170	7192	4715	5805	35398	17102	4097
gene-SAOUHSC_01171	1780	1247	1486	5124	3193	317
gene-SAOUHSC_01172	1842	1121	1560	4142	2164	284
gene-SAOUHSC_01173	2061	1363	1583	2523	3044	159
gene-SAOUHSC_01174	3142	2419	2235	2668	2417	640
gene-SAOUHSC_01175	9912	8602	6374	7070	5893	492
gene-SAOUHSC_01176	6094	5476	4999	19190	24556	1941
gene-SAOUHSC_01177	2475	2289	1987	5713	7061	747
gene-SAOUHSC_01178	2919	2418	1913	2963	3408	527
gene-SAOUHSC_01179	7198	5482	5183	6083	6715	1812
gene-SAOUHSC_01180	972	733	762	450	453	22
gene-SAOUHSC_01181	5901	6347	3332	13090	15608	2046
gene-SAOUHSC_01182	2312	1917	1992	1697	2402	152
gene-SAOUHSC_01183	6613	5687	5791	4305	6445	1204
gene-SAOUHSC_01184	8592	6413	7149	5699	7880	1129
gene-SAOUHSC_01185	8862	7182	7684	6653	9315	1634
gene-SAOUHSC_01186	4609	3997	4336	3625	5783	1792
gene-SAOUHSC_01187	29161	19611	26322	11479	14366	2640
gene-SAOUHSC_01188	2724	2206	2055	3082	3473	374
gene-SAOUHSC_01189	2668	2086	2057	2492	2267	221
gene-SAOUHSC_01190	3664	2676	2938	2786	3089	499
gene-SAOUHSC_01191	81655	77561	43639	132773	107306	33131
gene-SAOUHSC_01192	5345	4557	3936	3278	3839	489
gene-SAOUHSC_01193	21972	16338	15067	13808	12626	2297
gene-SAOUHSC_01194	4701	4049	2534	7326	7038	808
gene-SAOUHSC_01196	3026	2768	1879	10181	10265	1109
gene-SAOUHSC_01197	5096	5433	3374	18980	19638	6629
gene-SAOUHSC_01198	5519	5689	3705	20830	18835	3892
gene-SAOUHSC_01199	5887	5920	3804	22207	21054	5663
gene-SAOUHSC_01200	10	2	2	16	12	0
gene-SAOUHSC_01201	6364	5134	3518	28966	20536	2407
gene-SAOUHSC_01203	662	567	504	1355	1618	319
gene-SAOUHSC_01204	4794	3949	3410	5568	6435	709
gene-SAOUHSC_01205	2649	2134	2130	2689	3418	831
gene-SAOUHSC_01206	836	624	771	947	2000	95
gene-SAOUHSC_01207	11433	9309	8204	12049	14704	2223
gene-SAOUHSC_01208	15091	9658	9235	4344	5026	1146
gene-SAOUHSC_01209	2364	1687	1924	601	728	77
gene-SAOUHSC_01210	5830	4345	4708	1289	1449	414
gene-SAOUHSC_01211	119927	100146	88736	54052	17800	4318
gene-SAOUHSC_01212	24	19	18	13	3	0
gene-SAOUHSC_01213	3195	2460	2311	3209	3970	315
gene-SAOUHSC_01214	2034	1690	1441	2137	2974	393
gene-SAOUHSC_01215	2967	2261	2381	2357	3388	909
gene-SAOUHSC_01216	34829	37994	24944	29057	36379	20308
gene-SAOUHSC_01218	44868	44575	31182	29120	32923	18008
gene-SAOUHSC_01219	1448	1045	1165	342	288	34
gene-SAOUHSC_01220	1342	824	1158	370	366	23
gene-SAOUHSC_01221	142	101	132	121	137	19
gene-SAOUHSC_01222	18636	17022	15872	21534	33637	9501
gene-SAOUHSC_01223	19258	15591	16563	15311	25951	8928
gene-SAOUHSC_01224	3460	3605	2117	6888	8786	1610
gene-SAOUHSC_01225	3985	4474	2525	6506	8095	3271
gene-SAOUHSC_01226	10887	11449	7155	18224	21995	4091
gene-SAOUHSC_01228	6686	6172	4206	13377	16708	1963
gene-SAOUHSC_01230	41	37	23	59	48	14
gene-SAOUHSC_01232	281698	244557	243006	35043	27280	3688
gene-SAOUHSC_01233	11942	8164	12429	2097	2307	114
gene-SAOUHSC_01234	144202	119126	115934	35088	28679	5796
gene-SAOUHSC_01235	3579	2676	2385	2277	2305	725
gene-SAOUHSC_01236	7255	5183	5346	4058	4022	706
gene-SAOUHSC_01237	1689	1586	1422	2460	2942	250
gene-SAOUHSC_01238	2181	1781	1698	2062	1914	362
gene-SAOUHSC_01239	5794	4244	4065	6473	8354	1238
gene-SAOUHSC_01240	14810	11211	10328	17582	19431	4380
gene-SAOUHSC_01241	37399	26564	28339	18428	18206	4248
gene-SAOUHSC_01242	6725	5620	5057	2650	2919	431
gene-SAOUHSC_01243	16001	13575	11461	6832	4256	1351
gene-SAOUHSC_01244	3321	2517	2678	1558	1439	362
gene-SAOUHSC_01245	3724	3009	2909	1785	1856	383
gene-SAOUHSC_01246	51334	40288	37187	29668	24921	5615
gene-SAOUHSC_01247	8612	6941	6377	5188	6355	1321
gene-SAOUHSC_01248	1682	1630	1201	2843	3640	982
gene-SAOUHSC_01249	5195	4335	3115	6832	7014	914
gene-SAOUHSC_01250	102804	66998	78289	38979	36882	3371
gene-SAOUHSC_01251	33863	30485	26373	33386	37143	11200
gene-SAOUHSC_01252	35629	25197	24475	26378	27622	6411
gene-SAOUHSC_01253	11861	9369	7266	14958	14235	3739
gene-SAOUHSC_01254	1653	1532	1043	2994	2602	927
gene-SAOUHSC_01255	1143	826	852	615	629	63
gene-SAOUHSC_01256	2409	1858	1761	1394	1705	341
gene-SAOUHSC_01257	2047	1658	1420	1223	1232	599
gene-SAOUHSC_01258	5477	4274	4299	5310	7613	1315
gene-SAOUHSC_01259	3465	2503	2551	3100	3626	1827
gene-SAOUHSC_01260	4842	3230	3597	3922	5343	472
gene-SAOUHSC_01261	2444	1922	1747	3367	3526	330
gene-SAOUHSC_01262	71043	52090	53322	46514	37204	10892
gene-SAOUHSC_01263	121372	113829	105477	68265	67239	12531
gene-SAOUHSC_01264	1520	1243	561	1407	972	32
gene-SAOUHSC_01265	2229	2053	1523	5530	6072	1234
gene-SAOUHSC_01266	8121	7596	6080	8931	12690	2450
gene-SAOUHSC_01267	5510	4658	4224	5909	8011	2161
gene-SAOUHSC_01268	202	185	130	580	780	46
gene-SAOUHSC_01269	9249	6651	8188	10061	11550	1198
gene-SAOUHSC_01270	4250	3180	3975	3389	5789	602
gene-SAOUHSC_01271	4991	3539	4187	3566	3381	758
gene-SAOUHSC_01272	4184	3040	2875	5011	6466	928
gene-SAOUHSC_01273	4389	2885	3210	4571	6028	960
gene-SAOUHSC_01274	1487	965	1336	1343	2155	222
gene-SAOUHSC_01275	4523	3847	2549	28311	19797	11289
gene-SAOUHSC_01276	4115	4399	2829	12896	12207	3650
gene-SAOUHSC_01278	2326	2524	1933	63050	12954	7754
gene-SAOUHSC_01279	405	323	235	1668	1965	217
gene-SAOUHSC_01280	1905	1673	1312	2523	2196	277
gene-SAOUHSC_01281	1266	1100	777	1331	657	108
gene-SAOUHSC_01282	1821	1587	886	3287	3973	965
gene-SAOUHSC_01283	2335	2095	1900	1868	2078	371
gene-SAOUHSC_01284	4342	3492	3254	2456	3038	351
gene-SAOUHSC_01285	2642	2594	1766	9113	8063	671
gene-SAOUHSC_01287	15863	13692	11264	48087	41439	6407
gene-SAOUHSC_01288	80	72	58	112	66	16
gene-SAOUHSC_01289	12	2	4	10	19	1
gene-SAOUHSC_01290	59	36	60	107	101	4
gene-SAOUHSC_01291	15	9	11	26	69	7
gene-SAOUHSC_01292	80	66	64	55	80	2
gene-SAOUHSC_01293	5	4	1	8	2	0
gene-SAOUHSC_01294	14	4	12	9	10	1
gene-SAOUHSC_01295	114	64	100	182	263	8
gene-SAOUHSC_01296	23	29	28	79	85	22
gene-SAOUHSC_01297	9	4	4	78	163	8
gene-SAOUHSC_01298	2	1	2	0	1	0
gene-SAOUHSC_01299	9	4	3	3	2	0
gene-SAOUHSC_01300	19	5	14	17	11	0
gene-SAOUHSC_01301	63	42	106	284	435	16
gene-SAOUHSC_01302	52	33	28	166	225	100
gene-SAOUHSC_01303	39	26	43	231	264	23
gene-SAOUHSC_01304	355	176	219	646	316	24
gene-SAOUHSC_01305	71	42	112	295	405	37
gene-SAOUHSC_01306	6	7	11	68	82	10
gene-SAOUHSC_01307	1507	1073	1070	947	862	243
gene-SAOUHSC_01309	30	16	23	5	8	0
gene-SAOUHSC_01310	1649	1168	943	5078	6869	1106
gene-SAOUHSC_01311	78	48	66	86	166	9
gene-SAOUHSC_01312	86	40	98	88	232	3
gene-SAOUHSC_01313	1034	639	995	708	1166	71
gene-SAOUHSC_01314	1847	1106	1561	910	1357	71
gene-SAOUHSC_01315	24	18	41	74	124	15
gene-SAOUHSC_01316	878	569	699	441	594	78
gene-SAOUHSC_01317	3843	2982	2369	5121	5968	315
gene-SAOUHSC_01318	2268	1419	1357	2352	2546	125
gene-SAOUHSC_01319	3434	2504	3185	13636	16320	1853
gene-SAOUHSC_01320	14555	12564	13168	46076	86965	12677
gene-SAOUHSC_01321	16900	12150	15069	41070	52659	6006
gene-SAOUHSC_01322	11092	8627	8654	33280	43455	3175
gene-SAOUHSC_01323	12235	8455	8821	29858	33109	3563
gene-SAOUHSC_01324	1397	1260	989	2503	2452	158
gene-SAOUHSC_01325	1	0	4	0	8	0
gene-SAOUHSC_01326	6263	5275	4817	24233	33793	5353
gene-SAOUHSC_01327	29279	25962	17127	75877	92773	23849
gene-SAOUHSC_01328	25284	21363	15569	18780	30657	3407
gene-SAOUHSC_01329	10112	5888	5848	891	1074	43
gene-SAOUHSC_01330	2778	2479	2228	834	540	105
gene-SAOUHSC_01331	8	4	3	7	11	2
gene-SAOUHSC_01332	4009	3441	3303	2565	2935	252
gene-SAOUHSC_01333	35372	27252	27834	29101	29996	4743
gene-SAOUHSC_01334	19083	14108	14889	2063	2395	103
gene-SAOUHSC_01336	4793	2943	4163	1602	2189	181
gene-SAOUHSC_01337	94407	69503	69544	61974	66182	22951
gene-SAOUHSC_01338	6305	5150	4974	4244	5858	308
gene-SAOUHSC_01339	14	12	9	3	7	1
gene-SAOUHSC_01340	2430	2008	1905	1850	1785	81
gene-SAOUHSC_01341	2147	1464	1834	467	564	53
gene-SAOUHSC_01342	10804	5790	9552	2358	2706	455
gene-SAOUHSC_01343	1493	742	1251	324	260	52
gene-SAOUHSC_01344	145	89	113	38	41	2
gene-SAOUHSC_01346	12644	10098	11880	8066	6672	1522
gene-SAOUHSC_01347	13514	11844	8397	18476	21459	4400
gene-SAOUHSC_01348	4542	3225	3860	2827	3095	227
gene-SAOUHSC_01349	1117	864	745	2218	2413	579
gene-SAOUHSC_01350	2931	2069	1971	8549	6721	1550
gene-SAOUHSC_01351	13751	11403	11392	9831	12031	3615
gene-SAOUHSC_01352	24508	18979	22002	15090	16867	2648
gene-SAOUHSC_01353	19	13	14	7	2	0
gene-SAOUHSC_01354	11986	10129	9775	14703	14167	6713
gene-SAOUHSC_01356	1046	800	576	3746	4020	212
gene-SAOUHSC_01357	138	84	94	564	785	13
gene-SAOUHSC_01358	7392	5383	3975	14805	18934	892
gene-SAOUHSC_01359	10082	8728	7400	30442	38554	1358
gene-SAOUHSC_01360	4625	3404	3332	5670	8513	1045
gene-SAOUHSC_01361	12315	9714	11794	5181	5197	1230
gene-SAOUHSC_01362	1058	806	654	2815	3907	1108
gene-SAOUHSC_01363	37586	26623	27674	2863	1690	157
gene-SAOUHSC_01364	687	665	364	4451	5791	701
gene-SAOUHSC_01365	73048	45314	60583	4867	4912	507
gene-SAOUHSC_01366	378	332	166	362	613	67
gene-SAOUHSC_01367	152	176	70	193	298	149
gene-SAOUHSC_01368	230	270	142	459	701	166
gene-SAOUHSC_01369	177	220	89	423	919	73
gene-SAOUHSC_01370	127	149	76	321	746	105
gene-SAOUHSC_01371	376	337	217	779	1514	491
gene-SAOUHSC_01372	940	659	597	981	1797	497
gene-SAOUHSC_01373	7163	5455	3659	13647	13864	1213
gene-SAOUHSC_01374	11716	9001	6129	18514	19896	3007
gene-SAOUHSC_01375	1173	850	842	1516	1984	179
gene-SAOUHSC_01376	2374	1762	1573	1956	2806	379
gene-SAOUHSC_01377	1982	1408	1501	1248	1299	131
gene-SAOUHSC_01378	1143	789	915	602	858	124
gene-SAOUHSC_01379	969	624	635	539	608	102
gene-SAOUHSC_01380	939	722	669	771	937	52
gene-SAOUHSC_01381	41	17	6	24	6	3
gene-SAOUHSC_01382	36	10	26	52	84	11
gene-SAOUHSC_01383	3989	2603	2013	2567	2830	471
gene-SAOUHSC_01384	904	541	628	435	435	26
gene-SAOUHSC_01385	473	337	309	248	307	41
gene-SAOUHSC_01386	291	232	260	183	129	56
gene-SAOUHSC_01387	154	112	136	60	66	14
gene-SAOUHSC_01388	25	10	11	8	2	1
gene-SAOUHSC_01389	194	111	158	53	51	18
gene-SAOUHSC_A01332	119	76	55	58	137	167
gene-SAOUHSC_01390	30	17	15	24	45	24
gene-SAOUHSC_01391	11289	8084	8792	6907	5972	1275
gene-SAOUHSC_01392	11721	9038	11829	8609	10856	1242
gene-SAOUHSC_01394	13025	9592	13039	111937	195237	30740
gene-SAOUHSC_01395	12983	9119	13761	77419	177798	17990
gene-SAOUHSC_01396	10698	7552	10794	48861	112777	10230
gene-SAOUHSC_01397	10962	8059	11034	41053	88764	6544
gene-SAOUHSC_01398	11435	7982	11199	37087	67271	16513
gene-SAOUHSC_01399	2075	1511	1656	22880	38664	3859
gene-SAOUHSC_01400	2863	1911	2346	20144	34119	2500
gene-SAOUHSC_01401	7907	5262	6617	25108	45952	3800
gene-SAOUHSC_01402	20	19	17	43	46	18
gene-SAOUHSC_01403	14670	12737	8526	40476	35383	9508
gene-SAOUHSC_01404	10	7	6	10	4	0
gene-SAOUHSC_01405	1691	936	703	3262	3980	396
gene-SAOUHSC_01406	1865	1462	857	2557	3769	368
gene-SAOUHSC_01407	5572	4095	2838	7782	8129	578
gene-SAOUHSC_01408	12323	9409	6073	14391	16271	1241
gene-SAOUHSC_01409	4	4	0	0	0	1
gene-SAOUHSC_01410	158	119	122	19	14	4
gene-SAOUHSC_01411	6769	4115	5304	2022	2060	173
gene-SAOUHSC_01412	4570	3743	2784	4870	5635	1283
gene-SAOUHSC_01413	2016	1783	1254	2554	3621	295
gene-SAOUHSC_01414	6010	3636	3949	3870	2105	233
gene-SAOUHSC_01415	12209	8719	7114	8295	6043	1694
gene-SAOUHSC_01416	42410	40961	28164	18089	23119	4104
gene-SAOUHSC_01418	63167	63315	40351	41799	47003	7106
gene-SAOUHSC_01419	11731	9468	8540	13810	16352	2021
gene-SAOUHSC_01420	5611	4909	3645	11700	12874	1673
gene-SAOUHSC_01421	22	12	23	68	96	3
gene-SAOUHSC_01422	27	29	14	64	102	12
gene-SAOUHSC_01423	2631	2345	2038	4567	5172	752
gene-SAOUHSC_01424	2693	2765	2159	5478	8924	946
gene-SAOUHSC_01425	834	879	646	1864	2420	866
gene-SAOUHSC_01427	3556	2472	2467	6510	8297	906
gene-SAOUHSC_01428	36	35	29	1	2	0
gene-SAOUHSC_01429	5181	5074	2595	11148	8729	4402
gene-SAOUHSC_01430	8678	7937	4227	18762	17695	5257
gene-SAOUHSC_01431	4422	3543	2448	9888	11611	1371
gene-SAOUHSC_01432	8102	7855	4007	20287	28663	8938
gene-SAOUHSC_01433	2178	2038	1289	8810	10773	1740
gene-SAOUHSC_01434	1721	1546	958	5874	9579	620
gene-SAOUHSC_01435	1754	1644	1081	4756	5357	1063
gene-SAOUHSC_01436	2797	1991	2093	2026	2159	495
gene-SAOUHSC_01437	6532	5095	4753	6568	7207	1178
gene-SAOUHSC_01438	1282	842	864	1680	1973	201
gene-SAOUHSC_01439	780	563	650	1225	1764	57
gene-SAOUHSC_01440	4529	3295	4743	1047	1228	48
