Geneid	/home/ubuntu/reprohackathon/results/BAM/SRR10379721.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379722.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379723.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379724.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379725.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379726.bam
gene-SAOUHSC_01936	760	408	323	159	255	70
gene-SAOUHSC_01937	3	1	5	4	9	0
gene-SAOUHSC_01938	1164	619	506	250	471	213
gene-SAOUHSC_01939	1090	679	501	281	593	142
gene-SAOUHSC_01941	1019	569	495	358	917	166
gene-SAOUHSC_01942	1083	613	467	414	764	172
gene-SAOUHSC_01943	22	25	20	20	20	2
gene-SAOUHSC_01944	880	463	505	905	686	76
gene-SAOUHSC_01945	673	561	524	1327	2310	214
gene-SAOUHSC_01947	567	546	360	1395	1350	595
gene-SAOUHSC_01948	1167	1315	784	2680	3170	454
gene-SAOUHSC_01949	993	873	584	1325	1716	201
gene-SAOUHSC_01950	61	47	48	44	47	4
gene-SAOUHSC_01951	260	148	171	131	205	19
gene-SAOUHSC_01952	521	347	363	338	516	24
gene-SAOUHSC_01953	367	241	162	159	141	6
gene-SAOUHSC_01954	476	329	292	154	166	26
gene-SAOUHSC_01955	214	160	137	75	94	8
gene-SAOUHSC_01956	374	268	319	224	195	9
gene-SAOUHSC_01957	1761	1266	1356	2705	4643	462
gene-SAOUHSC_T00050	151	120	80	227	166	156
gene-SAOUHSC_T00019	741	584	436	537	183	658
gene-SAOUHSC_T0009	311	233	196	189	37	151
gene-SAOUHSC_T00022	440	369	327	292	81	159
gene-SAOUHSC_T00026	1262	878	895	835	475	646
gene-SAOUHSC_T00042	1021	822	793	945	755	478
gene-SAOUHSC_T00012	153	108	84	173	93	151
gene-SAOUHSC_T00038	310	258	199	498	245	546
gene-SAOUHSC_01958	727	689	522	1499	2121	491
gene-SAOUHSC_01959	12	7	15	4	8	0
gene-SAOUHSC_01960	5771	5300	4401	5297	6600	1254
gene-SAOUHSC_01961	2623	2602	1921	2971	3809	990
gene-SAOUHSC_01962	2711	2581	2034	3298	4797	585
gene-SAOUHSC_01963	0	0	1	2	1	2
gene-SAOUHSC_01964	3140	2869	1668	13651	18927	689
gene-SAOUHSC_01966	2375	1459	1516	4686	5882	750
gene-SAOUHSC_01967	1130	804	545	3277	3583	377
gene-SAOUHSC_01968	2618	2212	1924	4431	5369	195
gene-SAOUHSC_01969	9968	8641	6106	34244	34014	15912
gene-SAOUHSC_01971	133	101	90	509	450	42
gene-SAOUHSC_01972	53911	39511	49996	10412	15306	1932
gene-SAOUHSC_01973	8563	6009	6113	10914	12749	2097
gene-SAOUHSC_01974	14118	10830	10723	23363	27614	3626
gene-SAOUHSC_01975	3131	2652	2248	10778	12698	1090
gene-SAOUHSC_01976	52	51	31	20	24	2
gene-SAOUHSC_01977	8030	6254	4905	10645	11902	846
gene-SAOUHSC_01978	3470	2389	2492	3318	3586	287
gene-SAOUHSC_01979	1532	1166	1030	1111	1185	85
gene-SAOUHSC_01980	494	370	328	653	769	57
gene-SAOUHSC_01981	931	628	601	1321	1546	125
gene-SAOUHSC_01982	2709	2411	1631	5246	5192	921
gene-SAOUHSC_01983	3795	3239	2104	9761	10151	2943
gene-SAOUHSC_01984	375	298	318	745	636	46
gene-SAOUHSC_01985	74	34	32	29	20	7
gene-SAOUHSC_01986	6200	4535	3778	10074	8447	1047
gene-SAOUHSC_01987	16738	14683	10479	29381	28304	3782
gene-SAOUHSC_01988	932	815	730	1137	1539	311
gene-SAOUHSC_01989	1897	1687	1510	2883	3754	722
gene-SAOUHSC_01990	1766	1149	1527	600	1415	351
gene-SAOUHSC_01991	1914	1376	1712	522	1845	152
gene-SAOUHSC_01992	2504	2491	2319	3661	3788	657
gene-SAOUHSC_01993	536	354	348	673	572	27
gene-SAOUHSC_T00031	2922	1943	1540	4283	3208	6913
gene-SAOUHSC_T00023	4436	2834	3880	1845	1495	1325
gene-SAOUHSC_T00015	596	477	376	286	152	125
gene-SAOUHSC_T00016	1708	1222	1060	965	170	351
gene-SAOUHSC_T00027	2491	2072	1513	1172	346	985
gene-SAOUHSC_T00056	1351	1371	849	525	373	500
gene-SAOUHSC_T00057	2036	1664	1689	1489	2726	1039
gene-SAOUHSC_T00054	1770	1787	1339	508	627	190
gene-SAOUHSC_T00043	1687	723	1485	816	510	373
gene-SAOUHSC_A01909	5	2	1	1	3	3
gene-SAOUHSC_T00013	397	265	283	158	104	164
gene-SAOUHSC_T00039	3155	2006	1778	1045	452	1085
gene-SAOUHSC_T00051	3833	3331	2605	1112	319	497
gene-SAOUHSC_A01910	17	7	8	5	2	1
gene-SAOUHSC_T00014	2162	1940	1778	615	413	545
gene-SAOUHSC_T00052	1228	929	617	377	94	193
gene-SAOUHSC_T00040	1631	1165	1232	599	323	447
gene-SAOUHSC_T00041	6901	3626	5579	2472	1779	1662
gene-SAOUHSC_T0002	936	561	614	299	213	192
gene-SAOUHSC_T00045	773	498	518	444	607	340
gene-SAOUHSC_T0007	4229	5636	2459	1975	889	1154
gene-SAOUHSC_T00032	726	675	379	438	102	122
gene-SAOUHSC_T00024	68	54	68	29	12	9
gene-SAOUHSC_T00033	3106	2434	1326	1822	61	1202
gene-SAOUHSC_T00036	967	1180	477	436	175	397
gene-SAOUHSC_T00055	736	206	359	272	116	179
gene-SAOUHSC_T00060	11	9	9	4	3	1
gene-SAOUHSC_R00013	10	4	0	4	0	6
gene-SAOUHSC_R0008	1757	2580	757	1255	910	2472
gene-SAOUHSC_T0003	3920	1422	1863	659	559	515
gene-SAOUHSC_A01912	7	2	0	1	0	1
gene-SAOUHSC_T00028	113	155	86	60	37	19
gene-SAOUHSC_R0003	405	224	93	489	311	926
gene-SAOUHSC_01997	30719	23275	23075	26303	36249	1880
gene-SAOUHSC_01998	2874	2010	2507	4278	6756	426
gene-SAOUHSC_01999	1287	918	974	2157	4043	182
gene-SAOUHSC_02000	6472	4626	6591	3229	3638	1398
gene-SAOUHSC_02001	11337	7955	11340	6590	9459	917
gene-SAOUHSC_02002	158	114	108	114	110	9
gene-SAOUHSC_02003	7356	7952	5380	4530	5789	801
gene-SAOUHSC_02004	8992	6698	9228	3403	3800	817
gene-SAOUHSC_02005	1939	1550	1893	1915	2542	253
gene-SAOUHSC_02006	14811	11200	10646	7134	7015	1434
gene-SAOUHSC_02007	11	4	9	2	2	0
gene-SAOUHSC_02008	1621	852	1480	2026	2265	138
gene-SAOUHSC_02009	1539	1151	1142	4240	5391	694
gene-SAOUHSC_02010	357	244	235	1216	2001	193
gene-SAOUHSC_02011	682	525	469	1551	2747	193
gene-SAOUHSC_02012	19464	17085	18663	7897	11590	825
gene-SAOUHSC_02013	6503	6219	4642	14889	14721	2628
gene-SAOUHSC_02014	427	324	358	695	703	34
gene-SAOUHSC_02015	0	0	0	0	0	0
gene-SAOUHSC_02016	0	0	0	0	0	0
gene-SAOUHSC_02017	0	0	0	0	0	0
gene-SAOUHSC_02018	0	0	0	0	0	0
gene-SAOUHSC_02019	0	0	0	0	0	0
gene-SAOUHSC_02020	0	0	0	0	0	0
gene-SAOUHSC_02021	0	0	0	0	0	0
gene-SAOUHSC_02022	0	0	0	0	0	0
gene-SAOUHSC_02023	0	0	0	0	0	0
gene-SAOUHSC_02025	0	0	0	0	0	0
gene-SAOUHSC_02026	0	0	0	0	0	0
gene-SAOUHSC_02027	0	0	0	0	0	0
gene-SAOUHSC_02028	0	0	0	0	0	0
gene-SAOUHSC_02029	0	0	0	0	0	0
gene-SAOUHSC_02030	0	0	0	0	0	0
gene-SAOUHSC_02031	0	0	0	0	0	0
gene-SAOUHSC_02033	0	0	0	0	0	0
gene-SAOUHSC_02034	0	0	0	0	0	0
gene-SAOUHSC_02035	0	0	0	0	0	0
gene-SAOUHSC_02036	0	0	0	0	0	0
gene-SAOUHSC_02037	0	0	0	0	0	0
gene-SAOUHSC_02038	0	0	0	0	0	0
gene-SAOUHSC_02040	0	0	0	0	0	0
gene-SAOUHSC_02041	0	0	0	0	0	0
gene-SAOUHSC_02042	0	0	0	0	0	0
gene-SAOUHSC_02043	0	0	0	0	0	0
gene-SAOUHSC_02044	0	0	0	0	0	0
gene-SAOUHSC_02046	0	0	0	0	0	0
gene-SAOUHSC_02047	0	0	0	0	0	0
gene-SAOUHSC_02048	0	0	0	0	0	0
gene-SAOUHSC_02049	0	0	0	0	0	0
gene-SAOUHSC_02050	0	0	0	0	0	0
gene-SAOUHSC_02051	0	0	0	0	0	0
gene-SAOUHSC_02052	0	0	0	0	0	0
gene-SAOUHSC_02053	0	0	0	0	0	0
gene-SAOUHSC_02054	0	0	0	0	0	0
gene-SAOUHSC_02055	0	0	0	0	0	0
gene-SAOUHSC_02056	0	0	0	0	0	0
gene-SAOUHSC_02057	0	0	0	0	0	0
gene-SAOUHSC_02058	0	0	0	0	0	0
gene-SAOUHSC_02059	0	0	0	0	0	0
gene-SAOUHSC_02060	0	0	0	0	0	0
gene-SAOUHSC_02061	0	0	0	0	0	0
gene-SAOUHSC_02062	0	0	0	0	0	0
gene-SAOUHSC_02063	0	0	0	0	0	0
gene-SAOUHSC_02064	0	0	0	0	0	0
gene-SAOUHSC_02065	0	0	0	0	0	0
gene-SAOUHSC_02066	0	0	0	0	0	0
gene-SAOUHSC_02067	0	0	0	0	0	0
gene-SAOUHSC_02068	0	0	0	0	0	0
gene-SAOUHSC_02069	0	0	0	0	0	0
gene-SAOUHSC_02070	0	0	0	0	0	0
gene-SAOUHSC_02071	0	0	0	0	0	0
gene-SAOUHSC_02072	0	0	0	0	0	0
gene-SAOUHSC_02073	0	0	0	0	0	0
gene-SAOUHSC_02074	0	0	0	0	0	0
gene-SAOUHSC_02075	0	0	0	0	0	0
gene-SAOUHSC_02076	0	0	0	0	0	0
gene-SAOUHSC_02077	0	0	0	0	0	0
gene-SAOUHSC_02078	0	0	0	0	0	0
gene-SAOUHSC_02079	0	0	0	0	0	0
gene-SAOUHSC_02080	0	0	0	0	0	0
gene-SAOUHSC_02081	0	0	0	0	0	0
gene-SAOUHSC_02083	0	0	0	0	0	0
gene-SAOUHSC_02084	0	0	0	0	0	0
gene-SAOUHSC_02085	0	0	0	0	0	0
gene-SAOUHSC_02086	0	0	0	0	0	0
gene-SAOUHSC_02087	0	0	0	0	0	0
gene-SAOUHSC_02088	0	0	0	0	0	0
gene-SAOUHSC_02089	0	0	0	0	0	0
gene-SAOUHSC_02090	4529	3344	4172	3007	3664	394
gene-SAOUHSC_02091	4550	3294	3849	7237	12239	1885
gene-SAOUHSC_02092	5972	4230	4920	10038	13426	1876
gene-SAOUHSC_02093	432	216	464	675	1358	71
gene-SAOUHSC_02095	8396	8634	6405	38444	76703	15976
gene-SAOUHSC_02096	7507	6666	5800	27240	27518	3617
gene-SAOUHSC_02097	4961	4455	3509	22516	21975	2839
gene-SAOUHSC_02098	15714	12432	14747	3725	4850	619
gene-SAOUHSC_02099	18929	14076	18983	4836	5902	371
gene-SAOUHSC_02100	4393	3456	3947	1635	2070	127
gene-SAOUHSC_02101	1484	1205	1800	727	1828	24
gene-SAOUHSC_02102	2942	1957	2125	3526	2902	531
gene-SAOUHSC_A02013	100	76	69	177	190	161
gene-SAOUHSC_02103	653	400	577	629	569	33
gene-SAOUHSC_02104	40	22	40	61	88	10
gene-SAOUHSC_02105	107	82	77	33	12	4
gene-SAOUHSC_02106	8007	5617	8661	2979	2903	403
gene-SAOUHSC_02107	10475	8276	10994	5213	4901	863
gene-SAOUHSC_02108	39939	29818	32905	24736	18998	1109
gene-SAOUHSC_02109	5	2	6	7	5	0
gene-SAOUHSC_02110	6766	6213	4970	2411	1780	110
gene-SAOUHSC_02111	2530	2398	1713	1715	1387	418
gene-SAOUHSC_02112	3036	2462	3105	1934	2155	232
gene-SAOUHSC_02113	4723	4279	3791	2850	3173	329
gene-SAOUHSC_02114	13881	8707	11155	5336	4984	960
gene-SAOUHSC_02115	0	2	0	1	2	0
gene-SAOUHSC_02116	16736	12648	13258	20416	25974	6093
gene-SAOUHSC_02117	6808	5181	4858	9430	8860	2252
gene-SAOUHSC_02118	645	519	406	1088	1563	102
gene-SAOUHSC_02119	5261	4431	4303	8266	10119	2867
gene-SAOUHSC_02121	7038	4914	5367	8305	10758	1579
gene-SAOUHSC_02122	7145	5096	5547	7562	9586	1558
gene-SAOUHSC_02123	5567	4014	4096	5573	6724	1671
gene-SAOUHSC_02124	1011	765	697	1404	1635	170
gene-SAOUHSC_02125	2376	1503	1617	2430	1679	272
gene-SAOUHSC_02126	3787	2329	2842	3450	3011	548
gene-SAOUHSC_02127	2560	1027	2177	370	393	156
gene-SAOUHSC_02129	862	265	1056	196	265	33
gene-SAOUHSC_02130	1002	699	696	882	594	317
gene-SAOUHSC_02131	2108	1570	1568	2348	2950	349
gene-SAOUHSC_02132	1852	1265	1492	2462	4075	341
gene-SAOUHSC_02133	1323	962	1090	2072	3832	670
gene-SAOUHSC_02134	955	701	598	2097	2746	796
gene-SAOUHSC_02135	1038	679	722	2059	2861	320
gene-SAOUHSC_02136	6	3	5	3	3	0
gene-SAOUHSC_02137	4145	3579	3137	4499	6420	1650
gene-SAOUHSC_02138	604	530	422	2215	2237	691
gene-SAOUHSC_02139	9296	7181	6194	13889	23278	1894
gene-SAOUHSC_02140	23142	16991	15772	26475	25609	3061
gene-SAOUHSC_02141	14	13	13	12	27	2
gene-SAOUHSC_02142	2630	2093	1347	9120	15107	1424
gene-SAOUHSC_02143	4423	5000	3633	5416	6225	542
gene-SAOUHSC_02144	2918	2734	1859	490	529	79
gene-SAOUHSC_02145	1358	865	1433	3179	3454	379
gene-SAOUHSC_02146	507	379	357	1097	1872	205
gene-SAOUHSC_02147	4319	3019	3357	3465	4662	321
gene-SAOUHSC_02148	737	521	575	1293	1621	141
gene-SAOUHSC_02149	417	283	241	1140	1829	152
gene-SAOUHSC_02150	3158	2413	1658	6788	8346	976
gene-SAOUHSC_02151	1448	637	1042	864	863	108
gene-SAOUHSC_02152	6961	3232	4032	2307	2182	380
gene-SAOUHSC_02153	886	362	842	461	329	37
gene-SAOUHSC_02154	5432	2786	3110	1477	923	140
gene-SAOUHSC_02155	2329	1199	1314	680	535	134
gene-SAOUHSC_02156	59	40	51	102	54	17
gene-SAOUHSC_02157	1173	740	590	132	100	76
gene-SAOUHSC_02158	7189	5458	5595	11802	15124	1175
gene-SAOUHSC_02160	1415	667	555	835	727	112
gene-SAOUHSC_02161	7449	3713	3105	5930	5380	392
gene-SAOUHSC_02163	1735	1157	734	3380	5880	168
gene-SAOUHSC_02164	0	0	0	0	0	0
gene-SAOUHSC_02165	0	0	0	0	0	0
gene-SAOUHSC_02166	0	0	0	0	0	0
gene-SAOUHSC_02167	0	0	0	0	0	0
gene-SAOUHSC_02169	0	0	0	0	0	0
gene-SAOUHSC_02170	0	0	0	0	0	0
gene-SAOUHSC_02171	0	0	0	0	0	0
gene-SAOUHSC_02173	0	0	0	0	0	0
gene-SAOUHSC_02174	0	0	0	0	0	0
gene-SAOUHSC_02175	0	0	0	0	0	0
gene-SAOUHSC_02176	0	0	0	0	0	0
gene-SAOUHSC_02177	0	0	0	0	0	0
gene-SAOUHSC_02178	0	0	0	0	0	0
gene-SAOUHSC_02179	0	0	0	0	0	0
gene-SAOUHSC_02180	0	0	0	0	0	0
gene-SAOUHSC_02181	0	0	0	0	0	0
gene-SAOUHSC_02182	0	0	0	0	0	0
gene-SAOUHSC_02183	0	0	0	0	0	0
gene-SAOUHSC_02184	0	0	0	0	0	0
gene-SAOUHSC_02185	0	0	0	0	0	0
gene-SAOUHSC_02186	0	0	0	0	0	0
gene-SAOUHSC_02187	0	0	0	0	0	0
gene-SAOUHSC_02188	0	0	0	0	0	0
gene-SAOUHSC_02189	0	0	0	0	0	0
gene-SAOUHSC_02190	0	0	0	0	0	0
gene-SAOUHSC_02191	0	0	0	0	0	0
gene-SAOUHSC_02193	0	0	0	0	0	0
gene-SAOUHSC_02194	0	0	0	0	0	0
gene-SAOUHSC_02195	0	0	0	0	0	0
gene-SAOUHSC_02196	0	0	0	0	0	0
gene-SAOUHSC_02197	0	0	0	0	0	0
gene-SAOUHSC_02198	0	0	0	0	0	0
gene-SAOUHSC_02199	0	0	0	0	0	0
gene-SAOUHSC_02200	0	0	0	0	0	0
gene-SAOUHSC_A02094	0	0	0	0	0	0
gene-SAOUHSC_02202	0	0	0	0	0	0
gene-SAOUHSC_02203	0	0	0	0	0	0
gene-SAOUHSC_02204	0	0	0	0	0	0
gene-SAOUHSC_02205	0	0	0	0	0	0
gene-SAOUHSC_02206	0	0	0	0	0	0
gene-SAOUHSC_02207	0	0	0	0	0	0
gene-SAOUHSC_02208	0	0	0	0	0	0
gene-SAOUHSC_02209	0	0	0	0	0	0
gene-SAOUHSC_02210	0	0	0	0	0	0
gene-SAOUHSC_02211	0	0	0	0	0	0
gene-SAOUHSC_02212	0	0	0	0	0	0
gene-SAOUHSC_02213	0	0	0	0	0	0
gene-SAOUHSC_02214	0	0	0	0	0	0
gene-SAOUHSC_02215	0	0	0	0	0	0
gene-SAOUHSC_02216	0	0	0	0	0	0
gene-SAOUHSC_02217	0	0	0	0	0	0
gene-SAOUHSC_02218	0	0	0	0	0	0
gene-SAOUHSC_02219	0	0	0	0	0	0
gene-SAOUHSC_02220	0	0	0	0	0	0
gene-SAOUHSC_02221	0	0	0	0	0	0
gene-SAOUHSC_02222	0	0	0	0	0	0
gene-SAOUHSC_02223	0	0	0	0	0	0
gene-SAOUHSC_02224	0	0	0	0	0	0
gene-SAOUHSC_02225	0	0	0	0	0	0
gene-SAOUHSC_02226	0	0	0	0	0	0
gene-SAOUHSC_02227	0	0	0	0	0	0
gene-SAOUHSC_02228	0	0	0	0	0	0
gene-SAOUHSC_02229	0	0	0	0	0	0
gene-SAOUHSC_02231	0	0	0	0	0	0
gene-SAOUHSC_02232	0	0	0	0	0	0
gene-SAOUHSC_02233	0	0	0	0	0	0
gene-SAOUHSC_02234	0	0	0	0	0	0
gene-SAOUHSC_02235	0	0	0	0	0	0
gene-SAOUHSC_02236	0	0	0	0	0	0
gene-SAOUHSC_02237	0	0	0	0	0	0
gene-SAOUHSC_02238	0	0	0	0	0	0
gene-SAOUHSC_02239	0	0	0	0	0	0
gene-SAOUHSC_02240	22793	13501	10696	37030	28070	7006
gene-SAOUHSC_02241	3083	1600	1643	4636	7429	776
gene-SAOUHSC_02243	1752	1051	1006	3754	7951	473
gene-SAOUHSC_02244	7253	4993	4744	7717	9742	2077
gene-SAOUHSC_02245	441	197	299	91	89	8
gene-SAOUHSC_02246	115	60	61	62	91	2
gene-SAOUHSC_02247	1314	887	838	1914	2819	387
gene-SAOUHSC_02248	2635	2015	1951	2313	2680	237
gene-SAOUHSC_02249	907	777	753	1153	1814	206
gene-SAOUHSC_02250	1349	1480	984	274	138	21
gene-SAOUHSC_02251	610	533	427	75	59	3
gene-SAOUHSC_02252	84	54	48	25	10	0
gene-SAOUHSC_02254	136159	123517	98879	24136	5080	499
gene-SAOUHSC_02255	21482	21523	16207	3978	736	104
gene-SAOUHSC_02256	673	365	491	1234	1275	75
gene-SAOUHSC_02257	5466	3312	5516	3844	7206	3103
gene-SAOUHSC_02258	7751	5959	6055	1605	1986	124
gene-SAOUHSC_02259	9171	6332	7243	2775	3851	248
gene-SAOUHSC_02260	256257	139316	160868	7227	4702	83
gene-SAOUHSC_02261	25249	17802	19741	30847	24361	4659
gene-SAOUHSC_02262	11717	7415	9525	14432	7593	740
gene-SAOUHSC_02264	65335	44359	48960	61925	31820	8194
gene-SAOUHSC_02265	56413	41063	41457	42541	23497	4410
gene-SAOUHSC_02266	158	120	91	140	71	21
gene-SAOUHSC_02267	3912	2757	2293	2952	3264	748
gene-SAOUHSC_02268	4074	3240	2387	3840	5223	1101
gene-SAOUHSC_02269	1315	1196	631	3516	4215	377
gene-SAOUHSC_02270	70	45	48	126	89	12
gene-SAOUHSC_02271	353	272	258	59	61	12
gene-SAOUHSC_02272	572	377	392	152	126	28
gene-SAOUHSC_02273	5042	3995	3146	7750	8381	1668
gene-SAOUHSC_02274	1365	853	771	3209	4370	522
gene-SAOUHSC_02275	155	74	89	70	134	6
gene-SAOUHSC_02276	694	475	471	780	939	37
gene-SAOUHSC_02277	4678	3312	3330	2049	1928	685
gene-SAOUHSC_02278	736	546	580	458	732	43
gene-SAOUHSC_02279	1209	876	781	1060	1044	95
gene-SAOUHSC_02280	604	468	435	756	1255	53
gene-SAOUHSC_A02169	3	2	2	1	2	0
gene-SAOUHSC_02281	682	754	411	11421	12435	5409
gene-SAOUHSC_02282	1077	925	556	18021	18230	6589
gene-SAOUHSC_02283	117	96	60	2275	1579	664
gene-SAOUHSC_02284	674	568	379	13822	14712	2664
gene-SAOUHSC_02285	1500	1051	719	21400	20256	5476
gene-SAOUHSC_02286	882	672	446	12956	16431	3723
gene-SAOUHSC_02287	1422	1024	818	17585	18300	10008
gene-SAOUHSC_02288	663	364	333	6729	8022	1586
gene-SAOUHSC_02289	1326	805	655	12689	10573	1850
gene-SAOUHSC_02290	372	221	203	47	25	0
gene-SAOUHSC_R00014	7	1	0	4	1	4
gene-SAOUHSC_R0009	1671	1845	734	1304	1015	2365
gene-SAOUHSC_R0004	421	223	79	487	306	1055
gene-SAOUHSC_T00025	1049	445	412	247	117	152
gene-SAOUHSC_T00034	120	67	94	59	159	24
gene-SAOUHSC_02294	1	3	4	2	0	1
gene-SAOUHSC_02296	6308	4594	6736	1951	2471	303
gene-SAOUHSC_02297	18738	13964	19917	6112	7333	1152
gene-SAOUHSC_02298	31225	26663	29792	19475	32075	4819
gene-SAOUHSC_02299	7342	6354	7105	7033	11602	1475
gene-SAOUHSC_02300	3995	3298	3380	4914	4928	571
gene-SAOUHSC_02301	5964	4814	5391	8385	9615	886
gene-SAOUHSC_02302	2740	2235	2378	4825	6881	629
gene-SAOUHSC_A02189	5	3	5	11	8	0
gene-SAOUHSC_02303	3300	2803	2468	7755	9370	3714
gene-SAOUHSC_02304	707	600	478	1797	1366	108
gene-SAOUHSC_02305	5205	3909	4348	4733	4518	908
gene-SAOUHSC_02306	1379	1136	1130	1328	1899	188
gene-SAOUHSC_02307	928	735	759	916	1094	90
gene-SAOUHSC_02308	3390	2475	2743	3807	4557	923
gene-SAOUHSC_02309	377	280	364	668	888	33
gene-SAOUHSC_02310	1418	1176	1129	1611	3380	1064
gene-SAOUHSC_02311	2942	2342	2569	4479	11863	2678
gene-SAOUHSC_02312	1131	905	1153	3427	9087	1027
gene-SAOUHSC_02313	40	21	42	23	26	3
gene-SAOUHSC_02314	3405	2589	2528	25944	54477	4030
gene-SAOUHSC_02315	1334	892	996	2757	6714	576
gene-SAOUHSC_02316	75204	58048	76574	33757	22587	9202
gene-SAOUHSC_02317	11536	8198	9327	10873	12974	2072
gene-SAOUHSC_02318	6980	5863	5706	9447	11140	1609
gene-SAOUHSC_02319	2427	1667	1345	3914	3264	489
gene-SAOUHSC_02320	6444	6166	4554	7195	8244	694
gene-SAOUHSC_02321	1180	862	1205	474	641	52
gene-SAOUHSC_02322	1271	888	1119	593	640	46
gene-SAOUHSC_02323	2217	2080	1772	5024	5867	913
gene-SAOUHSC_02324	1038	880	773	1929	1544	272
gene-SAOUHSC_02325	33	20	18	3	3	2
gene-SAOUHSC_02326	13	18	14	4	12	2
gene-SAOUHSC_02327	18231	15856	13825	23508	25458	4764
gene-SAOUHSC_02328	329	219	236	169	159	56
gene-SAOUHSC_02329	259	189	163	165	169	47
gene-SAOUHSC_02330	199	198	151	151	204	38
gene-SAOUHSC_02331	179	123	107	148	188	11
gene-SAOUHSC_02332	11	14	5	22	27	8
gene-SAOUHSC_02333	221	141	152	79	51	18
gene-SAOUHSC_02334	565	351	387	487	500	58
gene-SAOUHSC_02335	525	365	334	1682	2460	253
gene-SAOUHSC_02336	5945	6226	4507	9624	12660	2961
gene-SAOUHSC_02337	16585	18167	13432	27373	33484	8554
gene-SAOUHSC_02338	1263	1465	1170	2603	2976	71
gene-SAOUHSC_02339	16	22	9	20	29	5
gene-SAOUHSC_02340	11192	9104	7787	19212	27741	7995
gene-SAOUHSC_02341	29997	25044	20603	51394	66279	33126
gene-SAOUHSC_02343	16553	14283	12393	31215	47389	7730
gene-SAOUHSC_02345	23215	22104	16164	44842	53918	17976
gene-SAOUHSC_02346	7839	6952	5920	14934	22772	2898
gene-SAOUHSC_02347	9146	8655	6346	18011	19834	7894
gene-SAOUHSC_02349	6028	6121	4141	12574	20872	6801
gene-SAOUHSC_02350	11338	10677	7812	25644	30548	6479
gene-SAOUHSC_02351	6283	4987	4439	13920	18568	993
gene-SAOUHSC_02352	16179	13325	10286	31069	33844	9950
gene-SAOUHSC_02353	7632	6277	4715	15667	13897	3456
gene-SAOUHSC_02354	19690	16995	12644	42834	45704	18920
gene-SAOUHSC_02355	6509	5617	4221	15565	22051	13538
gene-SAOUHSC_02356	781	615	729	606	880	74
gene-SAOUHSC_02357	1152	923	908	1283	1494	204
gene-SAOUHSC_02358	7147	6230	6422	6168	5519	1080
gene-SAOUHSC_02359	7427	6337	6834	5477	5495	1347
gene-SAOUHSC_02360	3778	3273	3432	2400	2241	236
gene-SAOUHSC_02361	54752	40269	41911	18055	11333	2612
gene-SAOUHSC_02362	18137	17381	17700	21007	23224	3425
gene-SAOUHSC_02363	15796	15023	11725	30803	37693	14130
gene-SAOUHSC_02364	45415	35993	41354	6582	8077	731
gene-SAOUHSC_02365	43576	39807	41322	12281	16543	2174
gene-SAOUHSC_02366	31686	23985	25770	29181	22074	5885
gene-SAOUHSC_02367	784	552	514	1342	1249	84
gene-SAOUHSC_02368	6502	6319	5531	10513	12896	2886
gene-SAOUHSC_02369	12682	9160	10235	8190	10141	939
gene-SAOUHSC_02370	1244	1096	859	1887	1254	216
gene-SAOUHSC_A02254	30	29	44	44	57	4
gene-SAOUHSC_02371	2049	2089	1708	2000	2254	552
gene-SAOUHSC_02372	6398	5381	5560	4655	4974	547
gene-SAOUHSC_02373	2862	2811	2253	2871	3916	486
gene-SAOUHSC_02374	1772	2187	1495	2726	3803	782
gene-SAOUHSC_02375	1407	1182	847	3393	4700	922
gene-SAOUHSC_02376	29210	20851	20637	3698	3463	392
gene-SAOUHSC_02377	74951	62761	60525	10176	15289	2924
gene-SAOUHSC_02378	16	12	15	1	0	0
gene-SAOUHSC_02379	18665	15771	12876	4823	6130	2519
gene-SAOUHSC_02380	1273	1136	613	6581	6397	931
gene-SAOUHSC_02381	503078	360179	359933	12978	10782	1538
gene-SAOUHSC_02382	602	572	358	1809	3349	255
gene-SAOUHSC_02383	5136	4071	3735	6626	8805	536
gene-SAOUHSC_02384	771	656	554	987	1351	160
gene-SAOUHSC_02385	1650	1455	1200	3938	6407	740
gene-SAOUHSC_02386	237	223	212	648	1069	33
gene-SAOUHSC_02387	895	1011	700	5184	8204	2680
gene-SAOUHSC_02388	2222	2673	2027	303	397	23
gene-SAOUHSC_02389	9061	9647	8204	1544	1773	153
gene-SAOUHSC_02390	6102	4975	4500	14412	20635	1015
gene-SAOUHSC_02391	4632	3697	1977	12620	6267	4030
gene-SAOUHSC_02392	174	115	149	317	665	40
gene-SAOUHSC_02393	293	197	220	1115	1723	130
gene-SAOUHSC_02394	2	1	6	1	0	0
gene-SAOUHSC_A02273	4	5	4	0	1	0
gene-SAOUHSC_02396	2643	2091	1604	3746	4933	786
gene-SAOUHSC_02397	1014	902	787	1646	2765	602
gene-SAOUHSC_02399	17603	12253	11494	9359	9942	1279
gene-SAOUHSC_02400	2056	2528	1619	5155	2223	521
gene-SAOUHSC_02401	2208	3191	1714	6566	8161	1474
gene-SAOUHSC_02402	725	967	533	2799	3157	1844
